Gender,Company Type,WFH Setup Available,Designation,Resource Allocation,Mental Fatigue Score,Burn Rate,days_count
0,1,1,4.0,6.0,7.0,0.53,4715
0,1,1,0.0,2.0,2.8,0.21,4508
0,1,0,1.0,3.0,4.3,0.36,4450
0,0,1,2.0,4.0,6.8,0.52,4531
1,0,1,0.0,1.0,2.5,0.15,4589
0,0,0,3.0,6.0,5.2,0.48,4651
1,0,1,1.0,1.0,3.6,0.23,4686
1,0,0,3.0,7.0,6.8,0.51,4532
1,1,1,2.0,5.0,4.8,0.37,4654
1,1,0,5.0,10.0,10.0,1.0,4386
0,1,1,2.0,6.0,7.2,0.66,4398
0,0,0,3.0,5.0,7.3,0.67,4528
0,0,0,2.0,5.0,6.8,0.57,4496
1,0,1,2.0,4.0,5.7,0.38,4431
1,0,0,1.0,3.0,3.7,0.2,4684
1,0,1,2.0,2.0,1.7,0.08,4427
1,1,1,1.0,1.0,3.5,0.25,4692
1,0,0,2.0,5.0,6.3,0.61,4577
0,0,0,3.0,7.0,6.7,0.52,4459
1,1,1,3.0,6.0,7.3,0.51,4541
0,0,0,4.0,8.0,8.8,0.82,4543
0,0,0,2.0,3.0,6.3,0.48,4611
1,0,0,1.0,3.0,4.6,0.4,4433
1,1,1,1.0,3.0,4.2,0.23,4718
0,1,0,2.0,5.0,7.2,0.56,4431
1,1,0,2.0,2.0,2.5,0.11,4477
0,1,1,2.0,3.0,3.8,0.2,4605
0,1,0,4.0,9.0,7.8,0.73,4740
1,0,0,2.0,5.0,6.7,0.53,4596
1,0,0,2.0,5.0,6.9,0.52,4720
1,0,1,1.0,4.0,5.2,0.3,4465
1,0,1,1.0,3.0,5.4,0.35,4663
0,0,1,4.0,6.0,6.2,0.58,4671
0,0,0,3.0,5.0,6.1,0.59,4513
1,0,1,2.0,4.0,4.2,0.31,4611
1,0,1,3.0,6.0,6.1,0.47,4611
0,0,1,3.0,5.0,6.4,0.46,4514
1,0,1,3.0,4.0,7.2,0.5,4458
1,0,0,3.0,4.0,5.0,0.26,4448
1,1,1,4.0,9.0,7.7,0.79,4514
1,0,0,1.0,3.0,6.2,0.5,4471
0,0,0,2.0,5.0,7.2,0.62,4559
1,0,1,4.0,6.0,7.7,0.67,4400
1,1,1,2.0,5.0,4.4,0.33,4698
1,0,0,0.0,1.0,0.9,0.06,4480
1,0,1,2.0,6.0,7.4,0.55,4466
1,0,1,0.0,1.0,1.4,0.08,4406
1,0,1,1.0,4.0,5.2,0.33,4637
1,0,0,1.0,3.0,4.8,0.4,4425
0,0,0,3.0,4.0,6.7,0.49,4498
1,1,1,1.0,2.0,3.5,0.24,4637
1,1,0,0.0,1.0,0.1,0.02,4451
1,0,1,0.0,1.0,4.6,0.29,4530
0,1,0,3.0,7.0,8.2,0.7,4587
0,0,0,5.0,10.0,9.5,0.86,4625
0,1,1,3.0,5.0,7.0,0.49,4648
0,1,1,2.0,4.0,5.7,0.4,4735
0,0,1,2.0,3.0,6.0,0.39,4568
0,0,1,3.0,4.0,7.1,0.5,4475
1,0,1,2.0,6.0,6.3,0.55,4580
0,0,0,2.0,5.0,8.0,0.61,4678
1,0,1,3.0,6.0,5.2,0.38,4728
1,0,0,3.0,5.0,4.0,0.35,4631
1,0,1,1.0,3.0,6.4,0.44,4534
1,0,1,0.0,1.0,3.0,0.15,4678
1,0,1,2.0,5.0,6.3,0.41,4553
1,0,1,3.0,5.0,6.3,0.43,4433
0,0,0,3.0,4.0,5.6,0.32,4587
1,0,1,2.0,4.0,5.8,0.36,4703
0,1,1,0.0,2.0,1.9,0.12,4663
1,1,0,2.0,5.0,7.8,0.58,4667
1,1,1,1.0,3.0,4.3,0.34,4678
0,1,0,3.0,5.0,6.5,0.51,4532
0,1,1,3.0,4.0,5.0,0.43,4710
0,1,1,1.0,2.0,4.1,0.23,4594
0,0,1,1.0,3.0,5.9,0.47,4617
0,0,1,1.0,3.0,5.7,0.4,4592
0,0,1,3.0,5.0,3.6,0.31,4514
1,0,0,3.0,6.0,7.4,0.54,4688
1,1,0,3.0,5.0,5.5,0.47,4534
1,0,1,1.0,2.0,6.2,0.43,4550
0,1,0,3.0,5.0,5.5,0.37,4403
0,1,1,3.0,4.0,6.2,0.47,4494
1,1,0,2.0,4.0,5.2,0.46,4497
0,1,1,2.0,2.0,1.2,0.04,4611
0,0,1,2.0,3.0,2.9,0.23,4747
1,1,1,2.0,4.0,5.7,0.35,4600
1,1,0,0.0,1.0,2.4,0.06,4394
1,1,1,3.0,6.0,7.3,0.6,4533
0,1,0,3.0,6.0,7.5,0.55,4557
0,0,0,3.0,6.0,7.2,0.63,4734
0,0,0,1.0,3.0,4.1,0.33,4691
1,0,1,1.0,2.0,2.7,0.14,4471
1,0,1,2.0,5.0,8.1,0.7,4419
0,0,1,3.0,6.0,5.7,0.5,4449
1,0,0,2.0,5.0,7.3,0.62,4583
1,0,0,3.0,5.0,6.6,0.43,4621
0,1,1,0.0,1.0,1.3,0.09,4616
1,1,0,2.0,3.0,3.7,0.16,4751
1,0,0,3.0,5.0,6.1,0.45,4418
1,0,1,2.0,4.0,4.1,0.33,4405
0,0,0,3.0,5.0,5.4,0.42,4605
1,1,1,3.0,4.0,6.5,0.44,4645
1,1,0,1.0,4.0,4.9,0.4,4395
1,0,0,4.0,7.0,6.4,0.61,4451
0,0,1,2.0,3.0,4.5,0.27,4581
1,0,1,2.0,4.0,4.7,0.23,4473
1,0,1,3.0,6.0,6.6,0.43,4746
0,0,0,4.0,9.0,9.6,0.95,4704
1,0,1,2.0,3.0,4.4,0.25,4496
0,0,0,5.0,10.0,9.6,1.0,4483
1,1,0,3.0,6.0,6.2,0.57,4456
0,1,1,2.0,4.0,6.1,0.48,4406
0,0,0,3.0,6.0,6.7,0.53,4665
0,1,1,3.0,6.0,5.8,0.48,4625
0,0,1,2.0,4.0,7.4,0.6,4589
0,1,1,3.0,5.0,5.2,0.46,4675
0,1,0,2.0,5.0,7.5,0.58,4470
1,0,1,2.0,5.0,7.3,0.53,4449
0,0,0,2.0,5.0,5.5,0.31,4624
1,0,0,3.0,6.0,8.1,0.86,4438
0,0,0,2.0,5.0,7.6,0.6,4478
1,1,1,1.0,4.0,6.3,0.57,4486
0,1,1,2.0,5.0,8.0,0.69,4576
1,0,1,1.0,3.0,4.6,0.23,4568
0,0,0,3.0,6.0,6.3,0.57,4552
0,0,1,2.0,5.0,7.8,0.65,4389
0,0,0,2.0,5.0,4.8,0.37,4633
1,1,1,2.0,5.0,4.1,0.34,4652
0,0,0,3.0,6.0,8.8,0.69,4635
1,0,1,3.0,5.0,5.3,0.43,4650
0,1,0,2.0,6.0,5.7,0.53,4718
0,0,0,3.0,7.0,6.0,0.58,4551
1,1,0,3.0,4.0,3.9,0.33,4510
0,0,1,0.0,2.0,4.9,0.3,4631
0,1,0,2.0,5.0,5.9,0.54,4394
1,0,1,2.0,3.0,5.8,0.41,4607
0,0,0,3.0,5.0,5.1,0.48,4569
1,1,0,2.0,5.0,7.4,0.54,4427
1,1,0,4.0,8.0,9.5,1.0,4460
1,1,1,1.0,1.0,3.1,0.21,4677
1,1,1,2.0,4.0,6.2,0.44,4390
0,1,1,1.0,2.0,2.2,0.16,4727
1,1,1,3.0,7.0,7.9,0.62,4634
1,0,1,1.0,4.0,6.2,0.42,4701
1,0,1,3.0,5.0,8.6,0.69,4445
0,1,1,3.0,6.0,7.1,0.6,4480
1,0,1,1.0,3.0,3.8,0.31,4446
0,1,0,4.0,8.0,6.3,0.55,4490
1,0,1,3.0,8.0,10.0,0.86,4395
1,0,0,5.0,9.0,9.5,0.82,4502
0,0,1,3.0,5.0,6.4,0.43,4681
0,0,0,3.0,7.0,7.1,0.7,4748
0,0,1,4.0,7.0,9.5,0.83,4617
1,0,1,0.0,3.0,5.2,0.31,4434
1,0,0,2.0,5.0,4.7,0.38,4562
1,1,0,1.0,4.0,6.9,0.56,4664
1,1,1,2.0,4.0,5.9,0.48,4499
0,0,1,2.0,3.0,6.5,0.42,4516
0,1,1,2.0,5.0,7.7,0.57,4486
1,1,1,1.0,1.0,2.3,0.12,4699
1,1,1,1.0,1.0,3.7,0.14,4730
0,1,0,1.0,3.0,3.8,0.24,4664
1,0,1,0.0,1.0,2.4,0.09,4539
1,0,0,2.0,5.0,8.3,0.66,4665
0,0,1,1.0,4.0,5.5,0.34,4490
1,0,1,1.0,3.0,6.3,0.4,4591
1,0,0,2.0,4.0,3.8,0.33,4490
1,1,0,1.0,3.0,4.8,0.34,4413
0,1,1,1.0,2.0,4.9,0.38,4573
0,0,0,2.0,5.0,7.8,0.6,4531
0,0,0,2.0,5.0,6.0,0.56,4694
0,0,0,4.0,6.0,6.7,0.66,4589
0,0,0,4.0,8.0,9.2,0.83,4473
0,0,0,3.0,5.0,5.5,0.47,4710
0,1,0,3.0,8.0,8.4,0.71,4467
1,0,1,1.0,2.0,0.8,0.0,4621
1,1,0,1.0,3.0,4.7,0.37,4592
1,0,0,3.0,5.0,4.9,0.37,4650
0,0,1,3.0,4.0,6.0,0.36,4465
0,0,1,2.0,4.0,3.9,0.34,4673
0,0,0,3.0,6.0,6.2,0.55,4386
0,1,1,5.0,10.0,8.1,0.83,4515
1,1,0,0.0,1.0,0.6,0.0,4408
0,1,0,4.0,7.0,7.2,0.55,4489
0,0,0,3.0,6.0,5.1,0.33,4656
0,1,0,2.0,5.0,6.0,0.55,4666
1,0,0,3.0,6.0,8.8,0.71,4647
0,0,0,2.0,4.0,7.3,0.58,4386
0,0,0,2.0,5.0,7.0,0.52,4432
1,1,1,2.0,4.0,5.0,0.37,4604
0,0,1,1.0,4.0,5.2,0.35,4746
0,1,1,3.0,6.0,7.6,0.69,4433
0,0,0,2.0,6.0,6.5,0.62,4428
1,0,0,3.0,7.0,8.0,0.69,4691
1,1,1,2.0,4.0,4.5,0.32,4619
1,0,0,3.0,6.0,7.4,0.59,4578
0,1,1,2.0,3.0,3.5,0.27,4568
0,0,0,2.0,5.0,6.6,0.6,4461
1,0,1,1.0,2.0,6.0,0.37,4489
0,0,0,3.0,7.0,6.4,0.54,4533
0,1,1,2.0,4.0,4.8,0.42,4605
1,1,1,1.0,1.0,0.0,0.0,4556
1,0,0,4.0,8.0,8.2,0.63,4691
0,0,0,4.0,8.0,6.8,0.67,4515
1,1,1,1.0,3.0,5.3,0.48,4604
0,1,1,2.0,3.0,4.0,0.28,4635
1,0,0,2.0,4.0,3.8,0.27,4631
1,0,0,3.0,6.0,7.1,0.6,4601
1,0,1,4.0,7.0,9.1,0.82,4703
1,1,1,4.0,8.0,8.5,0.78,4506
0,0,1,2.0,4.0,5.9,0.36,4695
0,1,1,1.0,3.0,3.1,0.11,4636
1,0,1,4.0,8.0,6.4,0.52,4476
1,0,1,0.0,2.0,4.1,0.3,4447
1,0,0,3.0,5.0,5.4,0.36,4730
1,0,1,3.0,5.0,5.0,0.42,4560
1,0,1,2.0,4.0,6.3,0.45,4528
0,0,1,3.0,7.0,7.7,0.56,4519
1,0,1,3.0,5.0,6.0,0.41,4493
1,0,0,0.0,1.0,2.8,0.23,4596
0,0,1,3.0,4.0,6.3,0.39,4437
1,0,1,1.0,4.0,6.3,0.43,4745
1,1,1,3.0,6.0,7.6,0.54,4394
1,0,1,3.0,4.0,6.4,0.44,4406
0,0,0,3.0,7.0,7.7,0.6,4705
1,0,1,2.0,2.0,2.9,0.21,4426
1,0,1,3.0,4.0,5.8,0.45,4636
1,0,0,3.0,5.0,5.3,0.48,4602
0,1,1,2.0,4.0,6.2,0.39,4428
1,0,1,3.0,8.0,7.9,0.82,4400
1,1,1,1.0,4.0,5.3,0.41,4684
1,0,1,2.0,2.0,4.1,0.29,4514
0,0,0,1.0,4.0,4.7,0.43,4513
0,0,0,3.0,6.0,8.0,0.61,4389
0,0,0,0.0,1.0,2.0,0.06,4605
0,0,1,1.0,3.0,5.9,0.4,4665
0,0,0,2.0,5.0,7.3,0.55,4611
0,0,0,3.0,6.0,5.8,0.51,4722
0,1,1,0.0,1.0,0.0,0.0,4412
1,0,0,1.0,1.0,2.3,0.07,4626
0,1,1,1.0,1.0,3.7,0.16,4701
1,1,1,1.0,4.0,6.9,0.5,4405
1,0,1,2.0,5.0,6.8,0.51,4617
1,0,1,3.0,4.0,5.8,0.35,4666
1,0,0,3.0,6.0,7.6,0.59,4698
0,1,0,2.0,5.0,4.8,0.33,4692
1,1,0,5.0,9.0,8.2,0.74,4608
0,0,0,3.0,6.0,6.1,0.4,4426
0,1,1,1.0,3.0,4.8,0.32,4420
1,0,1,3.0,6.0,4.1,0.35,4489
1,1,1,2.0,6.0,8.2,0.72,4506
0,1,1,2.0,5.0,7.6,0.56,4419
1,0,1,1.0,4.0,5.2,0.31,4595
1,1,0,2.0,5.0,4.3,0.38,4554
1,0,1,1.0,3.0,5.8,0.48,4570
0,0,1,3.0,4.0,6.4,0.41,4527
1,0,0,1.0,1.0,2.1,0.11,4446
1,0,0,3.0,6.0,6.5,0.52,4708
1,1,1,1.0,2.0,0.0,0.0,4589
1,0,1,3.0,6.0,5.8,0.5,4424
0,0,0,3.0,6.0,5.4,0.44,4403
0,0,0,2.0,4.0,7.4,0.67,4699
1,0,0,2.0,5.0,4.4,0.34,4528
1,0,1,1.0,4.0,4.3,0.38,4696
0,0,0,2.0,5.0,8.1,0.6,4721
0,1,1,1.0,4.0,5.3,0.49,4564
1,1,1,2.0,5.0,4.3,0.32,4637
1,1,1,0.0,1.0,3.5,0.26,4434
0,0,1,2.0,4.0,4.8,0.3,4675
1,1,0,1.0,2.0,3.6,0.29,4727
0,0,1,2.0,4.0,6.2,0.45,4543
1,0,0,3.0,4.0,5.5,0.45,4528
1,0,1,1.0,3.0,5.6,0.39,4737
0,1,0,4.0,7.0,9.5,0.8,4650
0,0,1,2.0,3.0,4.8,0.42,4600
1,0,1,3.0,4.0,5.5,0.38,4643
0,0,1,4.0,7.0,6.5,0.62,4416
1,0,1,3.0,4.0,6.5,0.49,4595
0,1,1,1.0,2.0,3.4,0.19,4595
0,0,1,2.0,5.0,7.0,0.56,4637
1,0,0,4.0,8.0,8.3,0.71,4531
0,0,0,2.0,6.0,7.9,0.7,4699
1,0,0,5.0,10.0,10.0,0.95,4457
0,0,0,2.0,4.0,6.4,0.63,4435
1,1,1,3.0,6.0,6.7,0.56,4596
0,0,1,1.0,4.0,4.6,0.42,4677
1,0,0,3.0,7.0,7.1,0.61,4714
1,0,0,3.0,6.0,7.8,0.64,4724
0,0,0,4.0,8.0,9.5,0.84,4662
0,1,1,2.0,3.0,3.5,0.28,4445
0,0,1,2.0,4.0,3.0,0.24,4393
1,0,0,4.0,8.0,8.3,0.88,4653
0,1,1,2.0,3.0,4.3,0.23,4613
1,0,1,0.0,1.0,4.3,0.28,4684
0,1,0,3.0,6.0,6.6,0.51,4457
1,0,1,3.0,6.0,8.6,0.75,4684
0,0,1,3.0,5.0,5.5,0.47,4395
1,0,1,2.0,4.0,5.7,0.32,4479
0,1,0,1.0,3.0,7.0,0.54,4748
1,1,0,3.0,7.0,5.9,0.56,4681
0,1,0,4.0,7.0,8.5,0.68,4537
0,1,0,2.0,6.0,9.0,0.74,4470
1,0,1,0.0,1.0,1.0,0.0,4404
1,1,0,4.0,8.0,7.6,0.79,4449
1,0,1,2.0,5.0,5.5,0.37,4438
1,0,0,0.0,1.0,4.8,0.31,4695
1,0,1,3.0,7.0,8.3,0.82,4483
0,1,0,4.0,7.0,8.6,0.66,4726
0,0,1,1.0,2.0,5.9,0.37,4602
1,0,1,3.0,5.0,5.3,0.46,4638
0,0,1,1.0,3.0,5.4,0.41,4516
1,0,0,1.0,4.0,5.1,0.39,4570
0,1,1,2.0,5.0,6.7,0.61,4458
1,0,0,4.0,8.0,7.5,0.59,4604
1,1,0,2.0,4.0,4.1,0.2,4607
0,0,0,4.0,8.0,8.7,0.73,4394
0,1,1,0.0,1.0,0.8,0.05,4418
1,0,0,3.0,7.0,7.3,0.57,4432
0,0,1,2.0,5.0,6.7,0.66,4739
0,0,0,4.0,7.0,7.6,0.7,4424
0,0,1,3.0,6.0,5.0,0.42,4630
0,0,1,2.0,6.0,7.4,0.6,4529
1,1,1,1.0,3.0,5.1,0.31,4582
1,0,1,1.0,2.0,3.2,0.15,4722
0,0,0,2.0,4.0,7.5,0.53,4447
0,0,0,4.0,6.0,7.6,0.6,4445
0,0,0,2.0,5.0,6.3,0.5,4442
0,0,1,1.0,1.0,0.1,0.0,4634
0,0,0,2.0,5.0,8.3,0.78,4642
0,1,0,2.0,2.0,3.2,0.23,4737
1,1,0,1.0,1.0,0.7,0.05,4556
0,1,1,2.0,5.0,4.4,0.35,4594
1,1,1,2.0,3.0,4.2,0.31,4542
1,0,1,2.0,2.0,2.2,0.13,4713
1,0,1,3.0,5.0,5.1,0.35,4690
1,0,1,0.0,1.0,3.8,0.24,4636
0,0,0,3.0,5.0,7.1,0.48,4729
1,0,0,3.0,5.0,7.0,0.63,4738
1,0,0,1.0,2.0,4.6,0.36,4568
0,0,1,4.0,8.0,9.3,0.77,4462
1,0,0,3.0,5.0,5.4,0.33,4442
0,0,1,2.0,5.0,6.4,0.44,4725
1,0,0,5.0,9.0,10.0,0.98,4434
0,0,0,2.0,5.0,6.1,0.58,4425
0,0,0,3.0,8.0,8.7,0.91,4404
1,0,0,1.0,3.0,4.4,0.4,4501
0,0,1,4.0,9.0,7.4,0.72,4697
0,0,1,1.0,3.0,3.8,0.27,4720
0,1,0,4.0,9.0,8.3,0.71,4573
1,1,0,3.0,4.0,3.8,0.29,4658
1,0,1,4.0,7.0,7.4,0.67,4424
0,1,1,2.0,4.0,6.0,0.5,4567
1,0,0,3.0,5.0,4.8,0.32,4635
1,0,1,2.0,5.0,6.5,0.51,4668
0,1,0,1.0,4.0,6.0,0.41,4544
0,0,1,3.0,5.0,5.8,0.41,4587
0,1,1,1.0,3.0,4.0,0.34,4658
0,0,1,2.0,3.0,3.4,0.24,4506
0,1,1,2.0,6.0,6.8,0.51,4458
0,0,0,3.0,6.0,7.9,0.63,4660
1,1,1,5.0,10.0,9.4,0.98,4450
1,1,1,0.0,2.0,1.6,0.12,4400
1,0,1,2.0,5.0,6.9,0.46,4468
1,1,0,2.0,3.0,5.9,0.39,4395
0,0,0,3.0,8.0,8.6,0.9,4740
1,0,0,2.0,4.0,6.6,0.55,4727
0,1,0,4.0,7.0,6.4,0.54,4501
0,0,0,3.0,7.0,7.4,0.59,4743
1,1,0,1.0,3.0,5.4,0.34,4401
1,0,1,2.0,4.0,3.6,0.3,4715
0,0,0,3.0,5.0,6.4,0.6,4546
1,0,0,1.0,2.0,6.0,0.39,4436
1,0,1,0.0,1.0,0.0,0.0,4647
0,0,1,1.0,3.0,6.9,0.47,4638
1,0,1,0.0,1.0,0.4,0.0,4457
1,1,1,2.0,5.0,4.2,0.3,4472
1,1,1,0.0,1.0,3.2,0.23,4448
1,0,1,3.0,4.0,5.6,0.42,4681
1,0,0,4.0,7.0,8.9,0.84,4612
1,0,1,2.0,4.0,4.3,0.38,4488
1,1,1,1.0,3.0,4.0,0.24,4699
1,0,0,2.0,4.0,6.2,0.46,4726
1,0,1,0.0,1.0,4.0,0.2,4553
0,0,0,4.0,9.0,9.5,0.8,4457
0,0,0,1.0,4.0,4.0,0.31,4648
1,1,1,2.0,4.0,5.9,0.49,4587
1,0,1,1.0,2.0,3.5,0.19,4625
1,0,1,2.0,4.0,5.8,0.39,4655
0,0,1,2.0,4.0,5.4,0.41,4399
0,1,1,3.0,6.0,8.4,0.8,4589
0,1,0,2.0,4.0,6.5,0.58,4421
0,0,0,4.0,9.0,9.4,0.9,4444
1,0,1,4.0,6.0,6.7,0.64,4488
1,0,1,3.0,6.0,9.0,0.79,4533
0,0,1,3.0,7.0,8.6,0.81,4713
0,1,0,3.0,6.0,6.1,0.59,4492
1,0,1,2.0,4.0,5.7,0.41,4629
0,0,1,1.0,3.0,3.2,0.23,4744
0,0,0,1.0,3.0,4.5,0.22,4651
0,1,1,4.0,9.0,8.2,0.72,4545
1,0,1,3.0,6.0,5.5,0.51,4624
0,0,1,1.0,1.0,0.0,0.0,4707
1,0,0,3.0,7.0,8.7,0.77,4525
0,1,1,1.0,3.0,4.8,0.35,4417
0,1,1,2.0,3.0,5.7,0.43,4528
1,1,0,3.0,7.0,6.9,0.52,4656
0,0,0,4.0,7.0,8.1,0.72,4484
0,0,0,3.0,5.0,6.7,0.55,4512
1,0,1,0.0,1.0,4.0,0.18,4390
1,0,1,3.0,6.0,5.3,0.49,4399
1,0,0,3.0,4.0,4.3,0.34,4674
0,0,1,3.0,4.0,6.9,0.5,4730
1,0,1,3.0,5.0,5.6,0.45,4723
1,1,0,2.0,5.0,5.7,0.55,4484
0,1,0,1.0,3.0,4.1,0.3,4451
0,1,0,2.0,5.0,8.2,0.66,4562
1,0,1,2.0,4.0,4.9,0.3,4696
0,0,0,3.0,7.0,7.4,0.72,4400
1,0,0,5.0,9.0,9.3,1.0,4746
0,1,1,1.0,3.0,4.9,0.27,4462
1,1,1,3.0,6.0,5.8,0.35,4698
0,1,0,3.0,6.0,7.0,0.48,4723
1,1,0,2.0,4.0,6.9,0.53,4670
0,0,0,3.0,4.0,5.8,0.36,4646
1,0,1,3.0,4.0,4.2,0.27,4659
0,0,0,4.0,8.0,8.8,0.82,4408
1,0,0,1.0,2.0,3.3,0.12,4480
1,1,0,5.0,9.0,8.0,0.81,4467
1,0,1,1.0,2.0,5.9,0.36,4494
0,0,0,0.0,1.0,2.8,0.17,4395
1,1,0,4.0,6.0,7.5,0.64,4456
0,0,1,0.0,1.0,3.5,0.24,4442
1,0,0,0.0,1.0,3.0,0.18,4418
0,1,0,3.0,5.0,6.3,0.43,4623
0,0,1,1.0,2.0,7.1,0.49,4700
0,0,0,3.0,7.0,8.1,0.74,4502
1,1,0,1.0,1.0,5.3,0.29,4455
1,1,0,2.0,5.0,6.4,0.6,4403
0,0,0,3.0,6.0,7.4,0.59,4648
1,0,1,3.0,6.0,7.8,0.57,4484
0,0,1,4.0,7.0,6.6,0.66,4416
1,0,0,4.0,6.0,6.1,0.58,4734
0,1,0,2.0,5.0,7.5,0.68,4653
0,1,0,3.0,6.0,6.3,0.52,4719
1,1,1,2.0,3.0,3.3,0.28,4643
0,0,0,4.0,8.0,6.3,0.6,4519
0,0,1,2.0,5.0,7.8,0.6,4429
0,0,0,2.0,5.0,5.6,0.33,4597
0,0,0,3.0,7.0,7.6,0.72,4511
1,0,0,4.0,8.0,5.7,0.54,4460
1,1,1,2.0,4.0,6.1,0.39,4490
1,0,1,0.0,1.0,3.4,0.26,4710
0,1,1,1.0,3.0,4.0,0.27,4505
0,0,1,3.0,5.0,6.2,0.41,4617
1,0,1,2.0,3.0,4.4,0.22,4401
1,1,1,1.0,1.0,3.4,0.25,4649
0,0,0,1.0,2.0,2.9,0.16,4579
0,0,1,1.0,2.0,3.8,0.16,4399
0,0,1,1.0,3.0,5.3,0.42,4486
1,0,1,1.0,4.0,5.7,0.38,4532
0,0,0,3.0,6.0,7.0,0.56,4434
1,1,1,3.0,5.0,6.4,0.44,4449
1,0,1,2.0,5.0,6.7,0.48,4475
1,0,1,3.0,5.0,4.6,0.4,4417
1,0,0,2.0,4.0,7.7,0.62,4692
1,0,1,3.0,5.0,5.7,0.49,4499
1,0,0,3.0,6.0,7.6,0.56,4643
0,1,0,3.0,5.0,5.8,0.41,4490
1,1,0,3.0,5.0,5.8,0.33,4678
0,1,0,2.0,4.0,7.0,0.57,4666
1,1,1,0.0,1.0,0.4,0.03,4659
1,0,0,1.0,2.0,3.7,0.23,4572
0,0,1,2.0,4.0,4.6,0.3,4502
0,0,1,1.0,1.0,3.7,0.22,4528
1,0,1,1.0,3.0,6.2,0.43,4568
0,1,1,1.0,3.0,3.8,0.26,4601
0,0,0,3.0,4.0,6.7,0.48,4588
1,0,1,2.0,5.0,7.7,0.65,4672
1,0,1,2.0,4.0,4.8,0.3,4677
1,0,0,4.0,6.0,7.7,0.63,4609
1,0,1,0.0,1.0,2.0,0.14,4713
0,0,0,2.0,6.0,7.3,0.63,4418
0,0,0,3.0,6.0,6.2,0.57,4464
1,0,1,3.0,6.0,7.8,0.66,4591
0,0,0,3.0,6.0,7.7,0.67,4501
1,0,1,2.0,5.0,7.0,0.63,4430
0,0,0,2.0,5.0,5.9,0.52,4729
1,1,1,0.0,1.0,4.0,0.18,4641
0,1,1,1.0,2.0,5.4,0.34,4694
1,0,1,5.0,9.0,8.5,0.83,4489
1,0,1,1.0,4.0,5.2,0.39,4721
0,1,1,0.0,1.0,3.4,0.13,4467
1,0,1,3.0,5.0,5.4,0.45,4666
0,0,1,3.0,7.0,8.9,0.76,4399
1,0,1,2.0,5.0,4.7,0.36,4651
0,0,0,1.0,3.0,5.7,0.41,4721
1,0,0,3.0,6.0,4.3,0.37,4443
0,0,0,3.0,5.0,6.0,0.48,4687
0,1,1,4.0,6.0,6.3,0.49,4631
1,0,1,1.0,3.0,4.9,0.31,4561
1,0,0,1.0,3.0,4.3,0.32,4598
0,0,1,2.0,4.0,5.2,0.31,4388
1,0,0,2.0,4.0,5.9,0.55,4665
1,1,1,3.0,5.0,4.1,0.3,4663
1,0,0,3.0,7.0,7.8,0.7,4486
0,1,1,2.0,3.0,4.0,0.26,4459
0,0,0,3.0,6.0,6.3,0.6,4653
0,0,0,3.0,7.0,8.7,0.88,4676
0,0,0,2.0,6.0,7.3,0.59,4477
1,0,0,2.0,6.0,6.4,0.57,4632
1,0,1,2.0,4.0,5.4,0.5,4413
0,0,1,0.0,3.0,5.5,0.32,4735
0,1,1,3.0,7.0,6.7,0.61,4649
0,1,0,1.0,1.0,2.1,0.08,4574
0,0,0,3.0,7.0,6.2,0.6,4710
0,0,0,3.0,6.0,8.6,0.67,4501
0,0,0,1.0,2.0,4.6,0.28,4618
0,0,1,2.0,3.0,5.4,0.42,4673
1,0,1,1.0,3.0,5.4,0.37,4572
1,0,0,3.0,6.0,7.5,0.58,4395
0,0,1,1.0,3.0,4.2,0.35,4742
1,1,1,1.0,2.0,5.0,0.27,4440
0,0,0,1.0,3.0,4.7,0.38,4405
1,1,0,2.0,5.0,8.3,0.67,4499
1,1,0,4.0,7.0,7.5,0.69,4717
1,1,0,2.0,4.0,5.9,0.43,4591
0,0,1,1.0,3.0,5.1,0.42,4722
1,0,1,1.0,2.0,4.9,0.4,4397
0,1,0,4.0,9.0,9.4,0.96,4492
1,1,1,3.0,4.0,5.5,0.48,4455
0,0,0,2.0,4.0,5.9,0.47,4573
1,0,1,1.0,1.0,1.9,0.04,4537
0,0,1,2.0,2.0,4.7,0.24,4600
0,0,1,3.0,5.0,5.0,0.35,4629
1,0,1,2.0,3.0,3.7,0.26,4593
1,1,0,1.0,3.0,5.4,0.34,4516
0,0,0,2.0,6.0,6.2,0.57,4739
0,1,1,1.0,4.0,5.4,0.34,4750
1,1,0,3.0,5.0,6.8,0.57,4743
1,1,1,1.0,1.0,4.1,0.19,4478
0,0,0,2.0,3.0,6.8,0.49,4634
1,1,1,0.0,1.0,0.7,0.0,4712
0,0,1,0.0,1.0,4.6,0.23,4649
1,1,1,2.0,4.0,5.9,0.39,4485
1,0,1,4.0,8.0,8.0,0.72,4439
1,0,0,3.0,6.0,6.0,0.58,4685
1,1,0,2.0,4.0,6.4,0.47,4388
1,0,0,4.0,6.0,7.3,0.62,4700
0,1,1,1.0,2.0,6.2,0.5,4465
0,1,1,2.0,5.0,4.1,0.33,4388
1,0,0,0.0,2.0,2.7,0.19,4401
0,0,1,1.0,2.0,4.8,0.26,4639
1,0,0,3.0,7.0,6.7,0.55,4671
0,1,0,4.0,6.0,7.4,0.64,4530
1,1,1,2.0,7.0,9.2,0.74,4531
0,0,0,3.0,6.0,6.7,0.57,4555
